entropy,local_uncertainty,speed,drift
0.0,0.0,0.0,0.0
0.0,0.0,0.816496580927726,0.816496580927726
0.0,0.0,0.8164965809277257,1.6329931618554518
0.0,0.0,0.8164965809277265,3.756755865433588e-15
0.0,0.0,0.8164965809277257,1.632993161855452
0.0,0.0,0.07667311560215724,0.8249870260021103
0.0,0.0,0.8164965809277323,0.8249870260021179
0.0,0.0,0.8164965809277323,1.1102230246251565e-16
0.0,0.0,0.8164965809277323,0.0
0.0,0.0,0.8164965809277206,3.051417233262799e-14
0.0,0.0,0.8164965809277198,7.108895957933346e-16
0.0,0.0,0.2162870482853525,0.8697447395360217
0.0,0.0,0.8248686695563349,0.8908871956375191
0.0,0.0,0.8248686695563348,2.220446049250313e-16
0.0,0.0,0.824868669556335,4.440892098500626e-16
0.0,0.0,0.824868669556335,4.965068306494546e-16
0.0,0.0,0.8248686695563352,5.551115123125783e-16
0.0,0.0,0.36962813544991574,1.1701645628748487
0.0,0.0,0.8248686695563351,1.1701645628748487
0.0,0.0,0.36962813544991596,1.1701645628748487
0.0,0.0,0.36962813544991613,2.220446049250313e-16
0.0,0.0,0.36962813544991574,4.47545209131181e-16
0.0,0.0,0.824868669556335,1.1701645628748487
0.0,0.0,0.36962813544991596,1.1701645628748487
0.0,0.0,0.36962813544991574,2.220446049250313e-16
0.0,0.0,0.8248686695563348,1.1701645628748483
0.0,0.0,0.8248686695563353,1.047382306668854e-15
0.0,0.0,0.8248686695563345,9.155133597044475e-16
0.0,0.0,0.8248686695563345,0.0
0.0,0.0,0.8248686695563356,9.930136612989092e-16
0.0,0.0,0.8248686695563348,9.930136612989092e-16
0.0,0.0,0.36962813498958014,1.1701645628326685
0.0,0.0,0.8248686698378972,0.5145691954168703
0.0,0.0,0.8248686698378969,4.440892098500626e-16
0.0,0.0,0.8248686698378969,1.6497373396757937
0.0,0.0,0.36962813441629006,1.1701645621076115
0.0,0.0,0.36962813441628917,9.155133597044475e-16
0.0,0.0,0.3696281344162896,4.965068306494546e-16
0.0,0.0,0.3696281344162896,0.0
0.0,0.0,0.3696281344162896,2.220446049250313e-16
0.0,0.0,0.3696281344162898,4.965068306494546e-16
0.0,0.0,0.8248686698378973,1.1701645621076115
0.0,0.0,0.8248686698378974,2.220446049250313e-16
0.0,0.0,0.3696281344162891,1.170164562107611
0.0,0.0,0.36962813441629,8.881784197001252e-16
0.0,0.0,0.36962813441628956,4.440892098500626e-16
0.0,0.0,0.36962813441629,4.440892098500626e-16
0.0,0.0,0.8248686698378973,1.1701645621076118
0.0,0.0,0.8248686698378974,6.280369834735101e-16
0.0,0.0,0.8248686698378965,9.930136612989092e-16
0.0,0.0,0.36962813441629,1.1701645621076109
0.0,0.0,0.3696281344162891,8.881784197001252e-16
0.0,0.0,0.3696281344162896,6.280369834735101e-16
0.0,0.0,0.3696281344162896,8.881784197001252e-16
0.0,0.0,0.36962813441628956,1.3322676295501878e-15
0.0,0.0,0.8248686694307127,1.1701645615405079
0.0,0.0,0.3696281354499157,1.1701645624490493
0.0,0.0,0.8248686695563342,1.1701645628748476
0.0,0.0,0.3696281354499157,1.1701645628748476
0.0,0.0,0.3696281354499157,0.0
0.0,0.0,0.3696281354499157,0.0
0.0,0.0,0.3696281354499157,0.0
0.0,0.0,0.3696281354499159,9.155133597044475e-16
0.0,0.0,0.3696281354499152,6.661338147750939e-16
0.0,0.0,0.3696281354499157,4.440892098500626e-16
0.32744491915447643,0.8,0.3696281354499157,0.0
0.32744491915447643,0.8,0.3696281354499158,1.1102230246251565e-16
0.32744491915447643,0.8,0.3696281354499158,8.881784197001252e-16
0.32744491915447643,0.8,0.3696281354499157,1.1102230246251565e-16
0.32744491915447643,0.8,0.3696281354499157,8.881784197001252e-16
0.32744491915447643,0.8,0.36962813544991546,2.220446049250313e-16
0.32744491915447643,0.8,0.3696281354499159,9.930136612989092e-16
0.32744491915447643,0.8,0.3696281354499157,4.965068306494546e-16
0.32744491915447643,0.8,0.3696281354499161,4.440892098500626e-16
0.32744491915447643,0.8,0.3696281354499152,9.930136612989092e-16
0.32744491915447643,0.8,0.3696281354499157,1.4043333874306805e-15
0.32744491915447643,0.8,0.3696281354499157,8.881784197001252e-16
0.32744491915447643,0.8,0.3696281354499157,0.0
0.32744491915447643,0.8,0.3696281354499157,0.0
0.32744491915447643,0.8,0.8248686695563339,1.1701645628748474
0.32744491915447643,0.8,0.3696281354499161,1.1701645628748476
0.32744491915447643,0.8,0.8248686695563339,1.1701645628748476
0.32744491915447643,0.8,0.3696281354499157,1.170164562874847
0.32744491915447643,0.8,0.8248686695563342,1.1701645628748476
0.32744491915447643,0.8,0.8248686695563339,4.440892098500626e-16
0.32744491915447643,0.8,0.8248686695563334,4.440892098500626e-16
0.32744491915447643,0.8,0.8248686695563338,3.3306690738754696e-16
0.32744491915447643,0.8,0.8248686695563338,0.0
0.0,0.0,0.8248686695563335,9.155133597044475e-16
0.32744491915447643,0.8,0.36962813544991435,1.1701645628748454
0.0,0.0,0.8248686695563341,1.1701645628748456
0.0,0.0,0.36962813544991485,1.1701645628748467
0.0,0.0,0.8248686695563339,1.1701645628748465
0.0,0.0,0.8248686695563342,3.3306690738754696e-16
0.0,0.0,0.3696281354499165,1.1701645628748483
0.0,0.0,0.8248686695563339,1.170164562874848
0.0,0.0,0.8248686695563345,9.930136612989092e-16
0.0,0.0,0.369628135449916,1.170164562874848
0.0,0.0,0.3696281354499143,1.7763568394002505e-15
0.0,0.0,0.8248686695563342,1.1701645628748458
0.0,0.0,0.36962813544991646,1.170164562874848
0.0,0.0,0.36962813544991646,0.7392562708998329
0.0,0.0,0.36962813544991646,0.0
0.0,0.0,0.36962813544991563,0.739256270899832
0.0,0.0,0.8248686695563345,0.514569195400924
0.0,0.0,0.8248686695563345,1.649737339112669
0.0,0.0,0.8248686695563342,1.6497373391126688
0.0,0.0,0.8248686695563342,1.6497373391126684
0.0,0.0,0.8248686695563345,4.440892098500626e-16
0.0,0.0,0.8248686695563354,8.881784197001252e-16
0.0,0.0,0.8248686695563346,2.5121479338940403e-15
0.0,0.0,0.8248686695563345,1.9860273225978185e-15
0.0,0.0,0.8248686695563345,0.0
0.0,0.0,0.36962813544991296,1.1701645628748452
0.0,0.0,0.8248686695563339,1.1701645628748443
0.0,0.0,0.3696281354499156,1.170164562874846
0.0,0.0,0.3696281354499157,3.552713678800501e-15
0.0,0.0,0.3696281354499137,5.617333549722722e-15
0.0,0.0,0.8248686695563354,1.1701645628748458
0.0,0.0,0.36962813544991646,1.1701645628748494
0.0,0.0,0.36962813544991374,3.2023728339893768e-15
0.0,0.0,0.8248686695563354,1.170164562874846
0.0,0.0,0.8248686695563345,8.881784197001252e-16
0.0,0.0,0.3696281354499137,1.1701645628748447
0.0,0.0,0.8248686695563354,1.1701645628748456
0.0,0.0,0.8248686695563345,8.881784197001252e-16
0.0,0.0,0.8248686695563331,1.7763568394002505e-15
0.0,0.0,0.9993583029943491,1.7590044053567853
0.0,0.0,0.9991792738541457,1.9985375768121276
0.0,0.0,0.9279968043269641,0.07174342396972407
0.0,0.0,0.40119957352549257,0.5848996471739607
0.0,0.0,0.4516904233135727,0.5743711504483655
0.0,0.0,0.4516904233135736,1.7763568394002505e-15
0.0,0.0,0.4516904233135736,0.0
0.0,0.0,0.4516904233135752,1.7763568394002505e-15
0.0,0.0,0.4516904233135722,3.552713678800501e-15
0.0,0.0,0.4516904233135736,1.7763568394002505e-15
0.0,0.0,0.7007202683635241,1.1515951040384753
0.0,0.0,0.7007202683635241,0.0
0.0,0.0,0.8589815392213236,0.4275513248634673
0.0,0.0,0.8116785880089029,1.5379864183858032
0.0,0.0,0.8039094056516901,0.5697565576647556
0.0,0.0,0.9241081180074477,0.12101839145179875
0.0,0.0,0.8116785880089845,0.6340595038892891
0.0,0.0,0.98860996953936,0.6650402244578293
0.0,0.0,0.8116785880089804,0.6650402244578325
0.0,0.0,0.8116785880089804,0.0
0.0,0.0,0.8116785880089827,2.5121479338940403e-15
0.0,0.0,0.8116785880089821,1.7763568394002505e-15
0.0,0.0,0.8116785880089813,1.7763568394002505e-15
0.0,0.0,0.031055884489735598,0.8412196660268497
0.0,0.0,0.054235464758420095,0.08509027860177613
0.0,0.0,0.07909313097308744,0.047454859862845644
0.0,0.0,0.05164114963806222,0.02967713230079336
0.0,0.0,0.36283424817912585,0.3118396705530552
0.0,0.0,0.42944551662040653,0.17692981581085546
0.0,0.0,0.42944551662040775,3.972054645195637e-15
0.0,0.0,0.4294455166204053,7.944109290391274e-15
0.0,0.0,0.42944551662040403,1.7763568394002505e-15
0.0,0.0,0.42944551662040525,3.972054645195637e-15
0.0,0.0,0.4294455166204078,3.552713678800501e-15
0.0,0.0,0.42944551662040903,3.972054645195637e-15
0.0,0.0,0.896948400104629,1.1902164807015145
0.0,0.0,0.7285355693365575,0.5108831282152916
0.0,0.0,0.7285355693365528,5.0242958677880805e-15
0.0,0.0,0.9738890624889941,1.6324790297866623
0.0,0.0,0.5218064166931224,1.4912265734531112
0.0,0.0,0.9327309285373863,0.45106603114461435
0.0,0.0,0.04423896157463643,0.9570284746200006
0.0,0.0,0.9563514592560375,0.996434932557917
0.0,0.0,0.9727295536123076,0.5702454587507235
0.0,0.0,0.2674210138555682,1.1218811493053302
0.0,0.0,0.9563514592560385,1.1989871506552627
0.0,0.0,0.9563514592560364,7.105427357601002e-15
0.0,0.0,0.3053944733293206,0.6708521935347679
0.0,0.0,0.9606251930052355,0.7779617449646442
0.0,0.0,0.9613843405407018,0.0007647147454048126
0.0,0.0,0.9621300023711111,0.000751067829235689
0.0,0.0,0.9194769014375969,1.8789324700679997
0.0,0.0,0.45455578081319437,0.5888911288271126
0.0,0.0,0.4545557808131968,2.5121479338940403e-15
0.0,0.0,0.454555780813193,3.972054645195637e-15
0.0,0.0,0.4545557808131951,3.552713678800501e-15
0.0,0.0,0.4545557808131968,3.972054645195637e-15
0.0,0.0,0.9980557096134605,0.8286366695174034
0.0,0.0,0.6462826438389455,0.4023721332509007
0.0,0.0,0.9755869533259861,0.3685359150367131
0.0,0.0,0.8086828245775863,0.25758025097981385
0.0,0.0,0.7878499729359044,0.6442362676473092
0.0,0.0,0.8222459946027845,1.591793745744987
0.0,0.0,0.29395168987683984,0.8515488669697243
0.0,0.0,0.5950782541863221,0.4954566147477046
0.0,0.0,0.6706405892188446,0.573769443124692
0.0,0.0,0.5950782541863221,0.573769443124692
0.0,0.0,0.8228470966863652,0.38007559456376605
0.0,0.0,0.3689876979863586,0.45681126322798626
0.0,0.0,0.8492894615460306,1.2011519373138013
0.0,0.0,0.8492894615460289,1.7763568394002505e-15
0.0,0.0,0.35961340655067514,1.1925623847563702
