waypoint_id,row,col,x,z
751,27,5,-18.046348278625445,-5.832993293053043
752,27,4,-19.046348278625445,-5.832993293053043
753,27,3,-20.046348278625445,-5.832993293053043
754,27,2,-21.046348278625445,-5.832993293053043
755,27,1,-22.046348278625445,-5.832993293053043
756,27,0,-23.046348278625445,-5.832993293053043
757,28,0,-23.046348278625445,-4.832993293053043
758,28,1,-22.046348278625445,-4.832993293053043
759,28,2,-21.046348278625445,-4.832993293053043
760,28,3,-20.046348278625445,-4.832993293053043
761,28,4,-19.046348278625445,-4.832993293053043
762,28,5,-18.046348278625445,-4.832993293053043
763,28,6,-17.046348278625445,-4.832993293053043
764,28,7,-16.046348278625445,-4.832993293053043
765,28,8,-15.046348278625445,-4.832993293053043
766,28,9,-14.046348278625445,-4.832993293053043
767,28,10,-13.046348278625445,-4.832993293053043
768,28,11,-12.046348278625445,-4.832993293053043
769,28,12,-11.046348278625445,-4.832993293053043
770,28,13,-10.046348278625445,-4.832993293053043
771,28,14,-9.046348278625445,-4.832993293053043
772,28,15,-8.046348278625445,-4.832993293053043
773,28,16,-7.0463482786254446,-4.832993293053043
774,28,17,-6.0463482786254446,-4.832993293053043
775,28,18,-5.0463482786254446,-4.832993293053043
776,28,22,-1.0463482786254446,-4.832993293053043
777,28,23,-0.0463482786254445,-4.832993293053043
778,28,24,0.9536517213745554,-4.832993293053043
779,28,25,1.953651721374556,-4.832993293053043
780,28,26,2.9536517213745554,-4.832993293053043
781,28,27,3.953651721374555,-4.832993293053043
782,28,28,4.9536517213745554,-4.832993293053043
783,28,29,5.9536517213745554,-4.832993293053043
784,28,30,6.9536517213745554,-4.832993293053043
785,29,30,6.9536517213745554,-3.8329932930530433
786,29,29,5.9536517213745554,-3.8329932930530433
787,29,28,4.9536517213745554,-3.8329932930530433
788,29,27,3.953651721374555,-3.8329932930530433
789,29,26,2.9536517213745554,-3.8329932930530433
790,29,25,1.953651721374556,-3.8329932930530433
791,29,24,0.9536517213745554,-3.8329932930530433
792,29,23,-0.0463482786254445,-3.8329932930530433
793,29,22,-1.0463482786254446,-3.8329932930530433
794,29,19,-4.0463482786254446,-3.8329932930530433
795,29,18,-5.0463482786254446,-3.8329932930530433
796,29,17,-6.0463482786254446,-3.8329932930530433
797,29,16,-7.0463482786254446,-3.8329932930530433
798,29,15,-8.046348278625445,-3.8329932930530433
799,29,14,-9.046348278625445,-3.8329932930530433
800,29,13,-10.046348278625445,-3.8329932930530433
801,29,12,-11.046348278625445,-3.8329932930530433
802,29,11,-12.046348278625445,-3.8329932930530433
803,29,10,-13.046348278625445,-3.8329932930530433
804,29,9,-14.046348278625445,-3.8329932930530433
805,29,8,-15.046348278625445,-3.8329932930530433
806,29,7,-16.046348278625445,-3.8329932930530433
807,29,6,-17.046348278625445,-3.8329932930530433
808,29,5,-18.046348278625445,-3.8329932930530433
809,29,4,-19.046348278625445,-3.8329932930530433
810,29,3,-20.046348278625445,-3.8329932930530433
811,29,2,-21.046348278625445,-3.8329932930530433
812,29,1,-22.046348278625445,-3.8329932930530433
813,29,0,-23.046348278625445,-3.8329932930530433
814,30,0,-23.046348278625445,-2.832993293053044
815,30,1,-22.046348278625445,-2.832993293053044
816,30,2,-21.046348278625445,-2.832993293053044
817,30,3,-20.046348278625445,-2.832993293053044
818,30,4,-19.046348278625445,-2.832993293053044
819,30,5,-18.046348278625445,-2.832993293053044
820,30,6,-17.046348278625445,-2.832993293053044
821,30,7,-16.046348278625445,-2.832993293053044
822,30,8,-15.046348278625445,-2.832993293053044
823,30,9,-14.046348278625445,-2.832993293053044
824,30,10,-13.046348278625445,-2.832993293053044
825,30,11,-12.046348278625445,-2.832993293053044
826,30,12,-11.046348278625445,-2.832993293053044
827,30,13,-10.046348278625445,-2.832993293053044
828,30,14,-9.046348278625445,-2.832993293053044
829,30,15,-8.046348278625445,-2.832993293053044
830,30,16,-7.0463482786254446,-2.832993293053044
831,30,17,-6.0463482786254446,-2.832993293053044
832,30,18,-5.0463482786254446,-2.832993293053044
833,30,19,-4.0463482786254446,-2.832993293053044
834,30,21,-2.046348278625445,-2.832993293053044
835,30,22,-1.0463482786254446,-2.832993293053044
836,30,23,-0.0463482786254445,-2.832993293053044
837,30,24,0.9536517213745554,-2.832993293053044
838,30,25,1.953651721374556,-2.832993293053044
839,30,26,2.9536517213745554,-2.832993293053044
840,30,27,3.953651721374555,-2.832993293053044
841,30,28,4.9536517213745554,-2.832993293053044
842,30,29,5.9536517213745554,-2.832993293053044
843,30,30,6.9536517213745554,-2.832993293053044
844,31,30,6.9536517213745554,-1.832993293053044
845,31,29,5.9536517213745554,-1.832993293053044
846,31,28,4.9536517213745554,-1.832993293053044
847,31,27,3.953651721374555,-1.832993293053044
848,31,26,2.9536517213745554,-1.832993293053044
849,31,25,1.953651721374556,-1.832993293053044
850,31,24,0.9536517213745554,-1.832993293053044
851,31,23,-0.0463482786254445,-1.832993293053044
852,31,22,-1.0463482786254446,-1.832993293053044
853,31,21,-2.046348278625445,-1.832993293053044
854,31,19,-4.0463482786254446,-1.832993293053044
855,31,18,-5.0463482786254446,-1.832993293053044
856,31,17,-6.0463482786254446,-1.832993293053044
857,31,16,-7.0463482786254446,-1.832993293053044
858,31,15,-8.046348278625445,-1.832993293053044
859,31,14,-9.046348278625445,-1.832993293053044
860,31,13,-10.046348278625445,-1.832993293053044
861,31,12,-11.046348278625445,-1.832993293053044
862,31,11,-12.046348278625445,-1.832993293053044
863,31,10,-13.046348278625445,-1.832993293053044
864,31,9,-14.046348278625445,-1.832993293053044
865,31,8,-15.046348278625445,-1.832993293053044
866,31,7,-16.046348278625445,-1.832993293053044
867,31,6,-17.046348278625445,-1.832993293053044
868,31,5,-18.046348278625445,-1.832993293053044
869,31,4,-19.046348278625445,-1.832993293053044
870,31,3,-20.046348278625445,-1.832993293053044
871,31,2,-21.046348278625445,-1.832993293053044
872,31,1,-22.046348278625445,-1.832993293053044
873,31,0,-23.046348278625445,-1.832993293053044
874,32,0,-23.046348278625445,-0.8329932930530433
875,32,1,-22.046348278625445,-0.8329932930530433
876,32,2,-21.046348278625445,-0.8329932930530433
877,32,3,-20.046348278625445,-0.8329932930530433
878,32,4,-19.046348278625445,-0.8329932930530433
879,32,5,-18.046348278625445,-0.8329932930530433
880,32,6,-17.046348278625445,-0.8329932930530433
881,32,7,-16.046348278625445,-0.8329932930530433
882,32,8,-15.046348278625445,-0.8329932930530433
883,32,9,-14.046348278625445,-0.8329932930530433
884,32,10,-13.046348278625445,-0.8329932930530433
885,32,11,-12.046348278625445,-0.8329932930530433
886,32,12,-11.046348278625445,-0.8329932930530433
887,32,13,-10.046348278625445,-0.8329932930530433
888,32,14,-9.046348278625445,-0.8329932930530433
889,32,15,-8.046348278625445,-0.8329932930530433
890,32,16,-7.0463482786254446,-0.8329932930530433
891,32,17,-6.0463482786254446,-0.8329932930530433
892,32,18,-5.0463482786254446,-0.8329932930530433
893,32,19,-4.0463482786254446,-0.8329932930530433
894,32,24,0.9536517213745554,-0.8329932930530433
895,32,25,1.953651721374556,-0.8329932930530433
896,32,26,2.9536517213745554,-0.8329932930530433
897,32,27,3.953651721374555,-0.8329932930530433
898,32,28,4.9536517213745554,-0.8329932930530433
899,32,29,5.9536517213745554,-0.8329932930530433
900,32,30,6.9536517213745554,-0.8329932930530433
901,33,30,6.9536517213745554,0.1670067069469567
902,33,29,5.9536517213745554,0.1670067069469567
903,33,28,4.9536517213745554,0.1670067069469567
904,33,27,3.953651721374555,0.1670067069469567
905,33,26,2.9536517213745554,0.1670067069469567
906,33,25,1.953651721374556,0.1670067069469567
907,33,24,0.9536517213745554,0.1670067069469567
908,33,18,-5.0463482786254446,0.1670067069469567
909,33,17,-6.0463482786254446,0.1670067069469567
910,33,16,-7.0463482786254446,0.1670067069469567
911,33,15,-8.046348278625445,0.1670067069469567
912,33,14,-9.046348278625445,0.1670067069469567
913,33,13,-10.046348278625445,0.1670067069469567
914,33,12,-11.046348278625445,0.1670067069469567
915,33,11,-12.046348278625445,0.1670067069469567
916,33,10,-13.046348278625445,0.1670067069469567
917,33,9,-14.046348278625445,0.1670067069469567
918,33,8,-15.046348278625445,0.1670067069469567
919,33,7,-16.046348278625445,0.1670067069469567
920,33,6,-17.046348278625445,0.1670067069469567
921,33,5,-18.046348278625445,0.1670067069469567
922,33,4,-19.046348278625445,0.1670067069469567
923,33,3,-20.046348278625445,0.1670067069469567
924,33,2,-21.046348278625445,0.1670067069469567
925,33,1,-22.046348278625445,0.1670067069469567
926,33,0,-23.046348278625445,0.1670067069469567
927,34,0,-23.046348278625445,1.1670067069469567
928,34,1,-22.046348278625445,1.1670067069469567
929,34,2,-21.046348278625445,1.1670067069469567
930,34,3,-20.046348278625445,1.1670067069469567
931,34,4,-19.046348278625445,1.1670067069469567
932,34,5,-18.046348278625445,1.1670067069469567
933,34,6,-17.046348278625445,1.1670067069469567
934,34,7,-16.046348278625445,1.1670067069469567
935,34,8,-15.046348278625445,1.1670067069469567
936,34,9,-14.046348278625445,1.1670067069469567
937,34,10,-13.046348278625445,1.1670067069469567
938,34,11,-12.046348278625445,1.1670067069469567
939,34,12,-11.046348278625445,1.1670067069469567
940,34,13,-10.046348278625445,1.1670067069469567
941,34,14,-9.046348278625445,1.1670067069469567
942,34,15,-8.046348278625445,1.1670067069469567
943,34,16,-7.0463482786254446,1.1670067069469567
944,34,17,-6.0463482786254446,1.1670067069469567
945,34,18,-5.0463482786254446,1.1670067069469567
946,34,23,-0.0463482786254445,1.1670067069469567
947,34,25,1.953651721374556,1.1670067069469567
948,34,26,2.9536517213745554,1.1670067069469567
949,34,27,3.953651721374555,1.1670067069469567
950,34,28,4.9536517213745554,1.1670067069469567
951,34,29,5.9536517213745554,1.1670067069469567
952,34,30,6.9536517213745554,1.1670067069469567
953,35,30,6.9536517213745554,2.1670067069469567
954,35,29,5.9536517213745554,2.1670067069469567
955,35,28,4.9536517213745554,2.1670067069469567
956,35,27,3.953651721374555,2.1670067069469567
957,35,26,2.9536517213745554,2.1670067069469567
958,35,22,-1.0463482786254446,2.1670067069469567
959,35,20,-3.046348278625445,2.1670067069469567
960,35,17,-6.0463482786254446,2.1670067069469567
961,35,16,-7.0463482786254446,2.1670067069469567
962,35,15,-8.046348278625445,2.1670067069469567
963,35,14,-9.046348278625445,2.1670067069469567
964,35,13,-10.046348278625445,2.1670067069469567
965,35,12,-11.046348278625445,2.1670067069469567
966,35,11,-12.046348278625445,2.1670067069469567
967,35,10,-13.046348278625445,2.1670067069469567
968,35,9,-14.046348278625445,2.1670067069469567
969,35,8,-15.046348278625445,2.1670067069469567
970,35,7,-16.046348278625445,2.1670067069469567
971,35,6,-17.046348278625445,2.1670067069469567
972,35,5,-18.046348278625445,2.1670067069469567
973,35,4,-19.046348278625445,2.1670067069469567
974,35,3,-20.046348278625445,2.1670067069469567
975,35,2,-21.046348278625445,2.1670067069469567
976,35,1,-22.046348278625445,2.1670067069469567
977,35,0,-23.046348278625445,2.1670067069469567
978,36,0,-23.046348278625445,3.1670067069469567
979,36,1,-22.046348278625445,3.1670067069469567
980,36,2,-21.046348278625445,3.1670067069469567
981,36,3,-20.046348278625445,3.1670067069469567
982,36,4,-19.046348278625445,3.1670067069469567
983,36,5,-18.046348278625445,3.1670067069469567
984,36,6,-17.046348278625445,3.1670067069469567
985,36,7,-16.046348278625445,3.1670067069469567
986,36,8,-15.046348278625445,3.1670067069469567
987,36,9,-14.046348278625445,3.1670067069469567
988,36,10,-13.046348278625445,3.1670067069469567
989,36,11,-12.046348278625445,3.1670067069469567
990,36,12,-11.046348278625445,3.1670067069469567
991,36,13,-10.046348278625445,3.1670067069469567
992,36,14,-9.046348278625445,3.1670067069469567
993,36,15,-8.046348278625445,3.1670067069469567
994,36,16,-7.0463482786254446,3.1670067069469567
995,36,17,-6.0463482786254446,3.1670067069469567
996,36,19,-4.0463482786254446,3.1670067069469567
997,36,20,-3.046348278625445,3.1670067069469567
998,36,23,-0.0463482786254445,3.1670067069469567
999,36,24,0.9536517213745554,3.1670067069469567
1000,36,25,1.953651721374556,3.1670067069469567
1001,36,26,2.9536517213745554,3.1670067069469567
1002,36,27,3.953651721374555,3.1670067069469567
1003,36,28,4.9536517213745554,3.1670067069469567
1004,36,29,5.9536517213745554,3.1670067069469567
1005,36,30,6.9536517213745554,3.1670067069469567
1006,37,30,6.9536517213745554,4.167006706946957
1007,37,29,5.9536517213745554,4.167006706946957
1008,37,28,4.9536517213745554,4.167006706946957
1009,37,27,3.953651721374555,4.167006706946957
1010,37,26,2.9536517213745554,4.167006706946957
1011,37,25,1.953651721374556,4.167006706946957
1012,37,24,0.9536517213745554,4.167006706946957
1013,37,23,-0.0463482786254445,4.167006706946957
1014,37,22,-1.0463482786254446,4.167006706946957
1015,37,20,-3.046348278625445,4.167006706946957
1016,37,19,-4.0463482786254446,4.167006706946957
1017,37,18,-5.0463482786254446,4.167006706946957
1018,37,17,-6.0463482786254446,4.167006706946957
1019,37,16,-7.0463482786254446,4.167006706946957
1020,37,15,-8.046348278625445,4.167006706946957
1021,37,14,-9.046348278625445,4.167006706946957
1022,37,13,-10.046348278625445,4.167006706946957
1023,37,12,-11.046348278625445,4.167006706946957
1024,37,11,-12.046348278625445,4.167006706946957
1025,37,10,-13.046348278625445,4.167006706946957
1026,37,9,-14.046348278625445,4.167006706946957
1027,37,8,-15.046348278625445,4.167006706946957
1028,37,7,-16.046348278625445,4.167006706946957
1029,37,6,-17.046348278625445,4.167006706946957
1030,37,5,-18.046348278625445,4.167006706946957
1031,37,4,-19.046348278625445,4.167006706946957
1032,37,3,-20.046348278625445,4.167006706946957
1033,37,2,-21.046348278625445,4.167006706946957
1034,37,1,-22.046348278625445,4.167006706946957
1035,37,0,-23.046348278625445,4.167006706946957
1036,38,0,-23.046348278625445,5.167006706946957
1037,38,1,-22.046348278625445,5.167006706946957
1038,38,2,-21.046348278625445,5.167006706946957
1039,38,3,-20.046348278625445,5.167006706946957
1040,38,4,-19.046348278625445,5.167006706946957
1041,38,5,-18.046348278625445,5.167006706946957
1042,38,6,-17.046348278625445,5.167006706946957
1043,38,7,-16.046348278625445,5.167006706946957
1044,38,8,-15.046348278625445,5.167006706946957
1045,38,9,-14.046348278625445,5.167006706946957
1046,38,10,-13.046348278625445,5.167006706946957
1047,38,11,-12.046348278625445,5.167006706946957
1048,38,12,-11.046348278625445,5.167006706946957
1049,38,13,-10.046348278625445,5.167006706946957
1050,38,14,-9.046348278625445,5.167006706946957
1051,38,15,-8.046348278625445,5.167006706946957
1052,38,16,-7.0463482786254446,5.167006706946957
1053,38,17,-6.0463482786254446,5.167006706946957
1054,38,18,-5.0463482786254446,5.167006706946957
1055,38,19,-4.0463482786254446,5.167006706946957
1056,38,20,-3.046348278625445,5.167006706946957
1057,38,21,-2.046348278625445,5.167006706946957
1058,38,22,-1.0463482786254446,5.167006706946957
1059,38,23,-0.0463482786254445,5.167006706946957
1060,38,24,0.9536517213745554,5.167006706946957
1061,38,25,1.953651721374556,5.167006706946957
1062,38,26,2.9536517213745554,5.167006706946957
1063,38,27,3.953651721374555,5.167006706946957
1064,38,28,4.9536517213745554,5.167006706946957
1065,38,29,5.9536517213745554,5.167006706946957
1066,38,30,6.9536517213745554,5.167006706946957
1067,39,30,6.9536517213745554,6.167006706946957
1068,39,29,5.9536517213745554,6.167006706946957
1069,39,28,4.9536517213745554,6.167006706946957
1070,39,27,3.953651721374555,6.167006706946957
1071,39,26,2.9536517213745554,6.167006706946957
1072,39,25,1.953651721374556,6.167006706946957
1073,39,24,0.9536517213745554,6.167006706946957
1074,39,23,-0.0463482786254445,6.167006706946957
1075,39,22,-1.0463482786254446,6.167006706946957
1076,39,21,-2.046348278625445,6.167006706946957
1077,39,20,-3.046348278625445,6.167006706946957
1078,39,19,-4.0463482786254446,6.167006706946957
1079,39,18,-5.0463482786254446,6.167006706946957
1080,39,17,-6.0463482786254446,6.167006706946957
1081,39,16,-7.0463482786254446,6.167006706946957
1082,39,15,-8.046348278625445,6.167006706946957
1083,39,14,-9.046348278625445,6.167006706946957
1084,39,13,-10.046348278625445,6.167006706946957
1085,39,12,-11.046348278625445,6.167006706946957
1086,39,11,-12.046348278625445,6.167006706946957
1087,39,10,-13.046348278625445,6.167006706946957
1088,39,9,-14.046348278625445,6.167006706946957
1089,39,8,-15.046348278625445,6.167006706946957
1090,39,7,-16.046348278625445,6.167006706946957
1091,39,6,-17.046348278625445,6.167006706946957
1092,39,5,-18.046348278625445,6.167006706946957
1093,39,4,-19.046348278625445,6.167006706946957
1094,39,3,-20.046348278625445,6.167006706946957
1095,39,2,-21.046348278625445,6.167006706946957
1096,39,1,-22.046348278625445,6.167006706946957
1097,39,0,-23.046348278625445,6.167006706946957
1098,40,0,-23.046348278625445,7.167006706946957
1099,40,1,-22.046348278625445,7.167006706946957
1100,40,2,-21.046348278625445,7.167006706946957
1101,40,3,-20.046348278625445,7.167006706946957
1102,40,4,-19.046348278625445,7.167006706946957
1103,40,5,-18.046348278625445,7.167006706946957
1104,40,6,-17.046348278625445,7.167006706946957
1105,40,7,-16.046348278625445,7.167006706946957
1106,40,8,-15.046348278625445,7.167006706946957
1107,40,9,-14.046348278625445,7.167006706946957
1108,40,10,-13.046348278625445,7.167006706946957
1109,40,11,-12.046348278625445,7.167006706946957
1110,40,12,-11.046348278625445,7.167006706946957
1111,40,13,-10.046348278625445,7.167006706946957
1112,40,14,-9.046348278625445,7.167006706946957
1113,40,15,-8.046348278625445,7.167006706946957
1114,40,16,-7.0463482786254446,7.167006706946957
1115,40,17,-6.0463482786254446,7.167006706946957
1116,40,18,-5.0463482786254446,7.167006706946957
1117,40,19,-4.0463482786254446,7.167006706946957
1118,40,20,-3.046348278625445,7.167006706946957
1119,40,21,-2.046348278625445,7.167006706946957
1120,40,22,-1.0463482786254446,7.167006706946957
1121,40,23,-0.0463482786254445,7.167006706946957
1122,40,24,0.9536517213745554,7.167006706946957
1123,40,25,1.953651721374556,7.167006706946957
1124,40,26,2.9536517213745554,7.167006706946957
1125,40,27,3.953651721374555,7.167006706946957
1126,40,28,4.9536517213745554,7.167006706946957
1127,40,29,5.9536517213745554,7.167006706946957
1128,40,30,6.9536517213745554,7.167006706946957
